Connected to mysqlserver
SAIL 2017-05-01 2017-05-30
SAIL 2017-05-31 2017-05-31
SAIL 2017-06-01 2017-06-30
SBIN 2016-09-01 2016-09-30
SBIN 2016-10-01 2016-10-30
SBIN 2016-10-31 2016-10-31
SBIN 2016-11-01 2016-11-30
SBIN 2016-12-01 2016-12-30
SBIN 2016-12-31 2016-12-31
SBIN 2017-01-01 2017-01-30
SBIN 2017-01-31 2017-01-31
SBIN 2017-02-01 2017-02-28
SBIN 2017-03-01 2017-03-30
Commited candles: 13050000
SBIN 2017-03-31 2017-03-31
SBIN 2017-04-01 2017-04-30
SBIN 2017-05-01 2017-05-30
SBIN 2017-05-31 2017-05-31
SBIN 2017-06-01 2017-06-30
SHREECEM 2016-09-01 2016-09-30
SHREECEM 2016-10-01 2016-10-30
SHREECEM 2016-10-31 2016-10-31
SHREECEM 2016-11-01 2016-11-30
SHREECEM 2016-12-01 2016-12-30
SHREECEM 2016-12-31 2016-12-31
SHREECEM 2017-01-01 2017-01-30
SHREECEM 2017-01-31 2017-01-31
SHREECEM 2017-02-01 2017-02-28
SHREECEM 2017-03-01 2017-03-30
SHREECEM 2017-03-31 2017-03-31
SHREECEM 2017-04-01 2017-04-30
SHREECEM 2017-05-01 2017-05-30
SHREECEM 2017-05-31 2017-05-31
SHREECEM 2017-06-01 2017-06-30
SIEMENS 2016-09-01 2016-09-30
SIEMENS 2016-10-01 2016-10-30
SIEMENS 2016-10-31 2016-10-31
SIEMENS 2016-11-01 2016-11-30
SIEMENS 2016-12-01 2016-12-30
SIEMENS 2016-12-31 2016-12-31
SIEMENS 2017-01-01 2017-01-30
SIEMENS 2017-01-31 2017-01-31
SIEMENS 2017-02-01 2017-02-28
SIEMENS 2017-03-01 2017-03-30
Commited candles: 13200000
SIEMENS 2017-03-31 2017-03-31
SIEMENS 2017-04-01 2017-04-30
SIEMENS 2017-05-01 2017-05-30
SIEMENS 2017-05-31 2017-05-31
SIEMENS 2017-06-01 2017-06-30
SOUTHBANK 2016-09-01 2016-09-30
SOUTHBANK 2016-10-01 2016-10-30
SOUTHBANK 2016-10-31 2016-10-31
SOUTHBANK 2016-11-01 2016-11-30
SOUTHBANK 2016-12-01 2016-12-30
SOUTHBANK 2016-12-31 2016-12-31
SOUTHBANK 2017-01-01 2017-01-30
SOUTHBANK 2017-01-31 2017-01-31
SOUTHBANK 2017-02-01 2017-02-28
SOUTHBANK 2017-03-01 2017-03-30
SOUTHBANK 2017-03-31 2017-03-31
SOUTHBANK 2017-04-01 2017-04-30
SOUTHBANK 2017-05-01 2017-05-30
SOUTHBANK 2017-05-31 2017-05-31
SOUTHBANK 2017-06-01 2017-06-30
SREINFRA 2016-09-01 2016-09-30
SREINFRA 2016-10-01 2016-10-30
SREINFRA 2016-10-31 2016-10-31
SREINFRA 2016-11-01 2016-11-30
SREINFRA 2016-12-01 2016-12-30
SREINFRA 2016-12-31 2016-12-31
SREINFRA 2017-01-01 2017-01-30
SREINFRA 2017-01-31 2017-01-31
SREINFRA 2017-02-01 2017-02-28
SREINFRA 2017-03-01 2017-03-30
Commited candles: 13350000
SREINFRA 2017-03-31 2017-03-31
SREINFRA 2017-04-01 2017-04-30
SREINFRA 2017-05-01 2017-05-30
SREINFRA 2017-05-31 2017-05-31
SREINFRA 2017-06-01 2017-06-30
SRF 2016-09-01 2016-09-30
SRF 2016-10-01 2016-10-30
SRF 2016-10-31 2016-10-31
SRF 2016-11-01 2016-11-30
SRF 2016-12-01 2016-12-30
SRF 2016-12-31 2016-12-31
SRF 2017-01-01 2017-01-30
SRF 2017-01-31 2017-01-31
SRF 2017-02-01 2017-02-28
SRF 2017-03-01 2017-03-30
SRF 2017-03-31 2017-03-31
SRF 2017-04-01 2017-04-30
SRF 2017-05-01 2017-05-30
SRF 2017-05-31 2017-05-31
SRF 2017-06-01 2017-06-30
SRTRANSFIN 2016-09-01 2016-09-30
SRTRANSFIN 2016-10-01 2016-10-30
SRTRANSFIN 2016-10-31 2016-10-31
SRTRANSFIN 2016-11-01 2016-11-30
SRTRANSFIN 2016-12-01 2016-12-30
SRTRANSFIN 2016-12-31 2016-12-31
SRTRANSFIN 2017-01-01 2017-01-30
SRTRANSFIN 2017-01-31 2017-01-31
SRTRANSFIN 2017-02-01 2017-02-28
Commited candles: 13500000
SRTRANSFIN 2017-03-01 2017-03-30
SRTRANSFIN 2017-03-31 2017-03-31
SRTRANSFIN 2017-04-01 2017-04-30
SRTRANSFIN 2017-05-01 2017-05-30
SRTRANSFIN 2017-05-31 2017-05-31
SRTRANSFIN 2017-06-01 2017-06-30
STAR 2016-09-01 2016-09-30
STAR 2016-10-01 2016-10-30
STAR 2016-10-31 2016-10-31
STAR 2016-11-01 2016-11-30
STAR 2016-12-01 2016-12-30
STAR 2016-12-31 2016-12-31
STAR 2017-01-01 2017-01-30
STAR 2017-01-31 2017-01-31
STAR 2017-02-01 2017-02-28
STAR 2017-03-01 2017-03-30
STAR 2017-03-31 2017-03-31
STAR 2017-04-01 2017-04-30
STAR 2017-05-01 2017-05-30
STAR 2017-05-31 2017-05-31
STAR 2017-06-01 2017-06-30
SUNPHARMA 2016-09-01 2016-09-30
SUNPHARMA 2016-10-01 2016-10-30
SUNPHARMA 2016-10-31 2016-10-31
SUNPHARMA 2016-11-01 2016-11-30
SUNPHARMA 2016-12-01 2016-12-30
SUNPHARMA 2016-12-31 2016-12-31
SUNPHARMA 2017-01-01 2017-01-30
SUNPHARMA 2017-01-31 2017-01-31
SUNPHARMA 2017-02-01 2017-02-28
Commited candles: 13650000
SUNPHARMA 2017-03-01 2017-03-30
SUNPHARMA 2017-03-31 2017-03-31
SUNPHARMA 2017-04-01 2017-04-30
SUNPHARMA 2017-05-01 2017-05-30
SUNPHARMA 2017-05-31 2017-05-31
SUNPHARMA 2017-06-01 2017-06-30
SUNTV 2016-09-01 2016-09-30
SUNTV 2016-10-01 2016-10-30
SUNTV 2016-10-31 2016-10-31
SUNTV 2016-11-01 2016-11-30
SUNTV 2016-12-01 2016-12-30
SUNTV 2016-12-31 2016-12-31
SUNTV 2017-01-01 2017-01-30
SUNTV 2017-01-31 2017-01-31
SUNTV 2017-02-01 2017-02-28
SUNTV 2017-03-01 2017-03-30
SUNTV 2017-03-31 2017-03-31
SUNTV 2017-04-01 2017-04-30
SUNTV 2017-05-01 2017-05-30
SUNTV 2017-05-31 2017-05-31
SUNTV 2017-06-01 2017-06-30
SUZLON 2016-09-01 2016-09-30
SUZLON 2016-10-01 2016-10-30
SUZLON 2016-10-31 2016-10-31
SUZLON 2016-11-01 2016-11-30
SUZLON 2016-12-01 2016-12-30
SUZLON 2016-12-31 2016-12-31
SUZLON 2017-01-01 2017-01-30
Commited candles: 13800000
SUZLON 2017-01-31 2017-01-31
SUZLON 2017-02-01 2017-02-28
SUZLON 2017-03-01 2017-03-30
SUZLON 2017-03-31 2017-03-31
SUZLON 2017-04-01 2017-04-30
SUZLON 2017-05-01 2017-05-30
SUZLON 2017-05-31 2017-05-31
SUZLON 2017-06-01 2017-06-30
SYNDIBANK 2016-09-01 2016-09-30
SYNDIBANK 2016-10-01 2016-10-30
SYNDIBANK 2016-10-31 2016-10-31
SYNDIBANK 2016-11-01 2016-11-30
SYNDIBANK 2016-12-01 2016-12-30
SYNDIBANK 2016-12-31 2016-12-31
SYNDIBANK 2017-01-01 2017-01-30
SYNDIBANK 2017-01-31 2017-01-31
SYNDIBANK 2017-02-01 2017-02-28
SYNDIBANK 2017-03-01 2017-03-30
SYNDIBANK 2017-03-31 2017-03-31
SYNDIBANK 2017-04-01 2017-04-30
SYNDIBANK 2017-05-01 2017-05-30
SYNDIBANK 2017-05-31 2017-05-31
SYNDIBANK 2017-06-01 2017-06-30
TATACHEM 2016-09-01 2016-09-30
TATACHEM 2016-10-01 2016-10-30
TATACHEM 2016-10-31 2016-10-31
TATACHEM 2016-11-01 2016-11-30
TATACHEM 2016-12-01 2016-12-30
TATACHEM 2016-12-31 2016-12-31
TATACHEM 2017-01-01 2017-01-30
Commited candles: 13950000
TATACHEM 2017-01-31 2017-01-31
TATACHEM 2017-02-01 2017-02-28
TATACHEM 2017-03-01 2017-03-30
TATACHEM 2017-03-31 2017-03-31
TATACHEM 2017-04-01 2017-04-30
TATACHEM 2017-05-01 2017-05-30
TATACHEM 2017-05-31 2017-05-31
TATACHEM 2017-06-01 2017-06-30
TATACOMM 2016-09-01 2016-09-30
TATACOMM 2016-10-01 2016-10-30
TATACOMM 2016-10-31 2016-10-31
TATACOMM 2016-11-01 2016-11-30
TATACOMM 2016-12-01 2016-12-30
TATACOMM 2016-12-31 2016-12-31
TATACOMM 2017-01-01 2017-01-30
TATACOMM 2017-01-31 2017-01-31
TATACOMM 2017-02-01 2017-02-28
TATACOMM 2017-03-01 2017-03-30
TATACOMM 2017-03-31 2017-03-31
TATACOMM 2017-04-01 2017-04-30
TATACOMM 2017-05-01 2017-05-30
TATACOMM 2017-05-31 2017-05-31
TATACOMM 2017-06-01 2017-06-30
TATAELXSI 2016-09-01 2016-09-30
TATAELXSI 2016-10-01 2016-10-30
TATAELXSI 2016-10-31 2016-10-31
TATAELXSI 2016-11-01 2016-11-30
TATAELXSI 2016-12-01 2016-12-30
TATAELXSI 2016-12-31 2016-12-31
TATAELXSI 2017-01-01 2017-01-30
Commited candles: 14100000
TATAELXSI 2017-01-31 2017-01-31
TATAELXSI 2017-02-01 2017-02-28
TATAELXSI 2017-03-01 2017-03-30
TATAELXSI 2017-03-31 2017-03-31
TATAELXSI 2017-04-01 2017-04-30
TATAELXSI 2017-05-01 2017-05-30
TATAELXSI 2017-05-31 2017-05-31
TATAELXSI 2017-06-01 2017-06-30
TATAGLOBAL 2016-09-01 2016-09-30
TATAGLOBAL 2016-10-01 2016-10-30
TATAGLOBAL 2016-10-31 2016-10-31
TATAGLOBAL 2016-11-01 2016-11-30
TATAGLOBAL 2016-12-01 2016-12-30
TATAGLOBAL 2016-12-31 2016-12-31
TATAGLOBAL 2017-01-01 2017-01-30
TATAGLOBAL 2017-01-31 2017-01-31
TATAGLOBAL 2017-02-01 2017-02-28
TATAGLOBAL 2017-03-01 2017-03-30
TATAGLOBAL 2017-03-31 2017-03-31
TATAGLOBAL 2017-04-01 2017-04-30
TATAGLOBAL 2017-05-01 2017-05-30
TATAGLOBAL 2017-05-31 2017-05-31
TATAGLOBAL 2017-06-01 2017-06-30
TATAMOTORS 2016-09-01 2016-09-30
TATAMOTORS 2016-10-01 2016-10-30
TATAMOTORS 2016-10-31 2016-10-31
TATAMOTORS 2016-11-01 2016-11-30
TATAMOTORS 2016-12-01 2016-12-30
Commited candles: 14250000
TATAMOTORS 2016-12-31 2016-12-31
TATAMOTORS 2017-01-01 2017-01-30
TATAMOTORS 2017-01-31 2017-01-31
TATAMOTORS 2017-02-01 2017-02-28
TATAMOTORS 2017-03-01 2017-03-30
TATAMOTORS 2017-03-31 2017-03-31
TATAMOTORS 2017-04-01 2017-04-30
TATAMOTORS 2017-05-01 2017-05-30
TATAMOTORS 2017-05-31 2017-05-31
TATAMOTORS 2017-06-01 2017-06-30
TATAMTRDVR 2016-09-01 2016-09-30
TATAMTRDVR 2016-10-01 2016-10-30
TATAMTRDVR 2016-10-31 2016-10-31
TATAMTRDVR 2016-11-01 2016-11-30
TATAMTRDVR 2016-12-01 2016-12-30
TATAMTRDVR 2016-12-31 2016-12-31
TATAMTRDVR 2017-01-01 2017-01-30
TATAMTRDVR 2017-01-31 2017-01-31
TATAMTRDVR 2017-02-01 2017-02-28
TATAMTRDVR 2017-03-01 2017-03-30
TATAMTRDVR 2017-03-31 2017-03-31
TATAMTRDVR 2017-04-01 2017-04-30
TATAMTRDVR 2017-05-01 2017-05-30
TATAMTRDVR 2017-05-31 2017-05-31
TATAMTRDVR 2017-06-01 2017-06-30
TATAPOWER 2016-09-01 2016-09-30
TATAPOWER 2016-10-01 2016-10-30
TATAPOWER 2016-10-31 2016-10-31
TATAPOWER 2016-11-01 2016-11-30
TATAPOWER 2016-12-01 2016-12-30
Commited candles: 14400000
TATAPOWER 2016-12-31 2016-12-31
TATAPOWER 2017-01-01 2017-01-30
TATAPOWER 2017-01-31 2017-01-31
TATAPOWER 2017-02-01 2017-02-28
TATAPOWER 2017-03-01 2017-03-30
TATAPOWER 2017-03-31 2017-03-31
TATAPOWER 2017-04-01 2017-04-30
TATAPOWER 2017-05-01 2017-05-30
TATAPOWER 2017-05-31 2017-05-31
TATAPOWER 2017-06-01 2017-06-30
TATASTEEL 2016-09-01 2016-09-30
TATASTEEL 2016-10-01 2016-10-30
TATASTEEL 2016-10-31 2016-10-31
TATASTEEL 2016-11-01 2016-11-30
TATASTEEL 2016-12-01 2016-12-30
TATASTEEL 2016-12-31 2016-12-31
TATASTEEL 2017-01-01 2017-01-30
TATASTEEL 2017-01-31 2017-01-31
TATASTEEL 2017-02-01 2017-02-28
TATASTEEL 2017-03-01 2017-03-30
TATASTEEL 2017-03-31 2017-03-31
TATASTEEL 2017-04-01 2017-04-30
TATASTEEL 2017-05-01 2017-05-30
TATASTEEL 2017-05-31 2017-05-31
TATASTEEL 2017-06-01 2017-06-30
TCS 2016-09-01 2016-09-30
TCS 2016-10-01 2016-10-30
TCS 2016-10-31 2016-10-31
TCS 2016-11-01 2016-11-30
Commited candles: 14550000
TCS 2016-12-01 2016-12-30
TCS 2016-12-31 2016-12-31
TCS 2017-01-01 2017-01-30
TCS 2017-01-31 2017-01-31
TCS 2017-02-01 2017-02-28
TCS 2017-03-01 2017-03-30
TCS 2017-03-31 2017-03-31
TCS 2017-04-01 2017-04-30
TCS 2017-05-01 2017-05-30
TCS 2017-05-31 2017-05-31
TCS 2017-06-01 2017-06-30
TECHM 2016-09-01 2016-09-30
TECHM 2016-10-01 2016-10-30
TECHM 2016-10-31 2016-10-31
TECHM 2016-11-01 2016-11-30
TECHM 2016-12-01 2016-12-30
TECHM 2016-12-31 2016-12-31
TECHM 2017-01-01 2017-01-30
TECHM 2017-01-31 2017-01-31
TECHM 2017-02-01 2017-02-28
TECHM 2017-03-01 2017-03-30
TECHM 2017-03-31 2017-03-31
TECHM 2017-04-01 2017-04-30
TECHM 2017-05-01 2017-05-30
TECHM 2017-05-31 2017-05-31
TECHM 2017-06-01 2017-06-30
TITAN 2016-09-01 2016-09-30
TITAN 2016-10-01 2016-10-30
TITAN 2016-10-31 2016-10-31
TITAN 2016-11-01 2016-11-30
Commited candles: 14700000
TITAN 2016-12-01 2016-12-30
TITAN 2016-12-31 2016-12-31
TITAN 2017-01-01 2017-01-30
TITAN 2017-01-31 2017-01-31
TITAN 2017-02-01 2017-02-28
TITAN 2017-03-01 2017-03-30
TITAN 2017-03-31 2017-03-31
TITAN 2017-04-01 2017-04-30
TITAN 2017-05-01 2017-05-30
TITAN 2017-05-31 2017-05-31
TITAN 2017-06-01 2017-06-30
TORNTPHARM 2016-09-01 2016-09-30
TORNTPHARM 2016-10-01 2016-10-30
TORNTPHARM 2016-10-31 2016-10-31
TORNTPHARM 2016-11-01 2016-11-30
TORNTPHARM 2016-12-01 2016-12-30
TORNTPHARM 2016-12-31 2016-12-31
TORNTPHARM 2017-01-01 2017-01-30
TORNTPHARM 2017-01-31 2017-01-31
TORNTPHARM 2017-02-01 2017-02-28
TORNTPHARM 2017-03-01 2017-03-30
TORNTPHARM 2017-03-31 2017-03-31
TORNTPHARM 2017-04-01 2017-04-30
TORNTPHARM 2017-05-01 2017-05-30
TORNTPHARM 2017-05-31 2017-05-31
TORNTPHARM 2017-06-01 2017-06-30
TORNTPOWER 2016-09-01 2016-09-30
TORNTPOWER 2016-10-01 2016-10-30
TORNTPOWER 2016-10-31 2016-10-31
TORNTPOWER 2016-11-01 2016-11-30
Commited candles: 14850000
TORNTPOWER 2016-12-01 2016-12-30
TORNTPOWER 2016-12-31 2016-12-31
TORNTPOWER 2017-01-01 2017-01-30
TORNTPOWER 2017-01-31 2017-01-31
TORNTPOWER 2017-02-01 2017-02-28
TORNTPOWER 2017-03-01 2017-03-30
TORNTPOWER 2017-03-31 2017-03-31
TORNTPOWER 2017-04-01 2017-04-30
TORNTPOWER 2017-05-01 2017-05-30
TORNTPOWER 2017-05-31 2017-05-31
TORNTPOWER 2017-06-01 2017-06-30
TV18BRDCST 2016-09-01 2016-09-30
TV18BRDCST 2016-10-01 2016-10-30
TV18BRDCST 2016-10-31 2016-10-31
TV18BRDCST 2016-11-01 2016-11-30
TV18BRDCST 2016-12-01 2016-12-30
TV18BRDCST 2016-12-31 2016-12-31
TV18BRDCST 2017-01-01 2017-01-30
TV18BRDCST 2017-01-31 2017-01-31
TV18BRDCST 2017-02-01 2017-02-28
TV18BRDCST 2017-03-01 2017-03-30
TV18BRDCST 2017-03-31 2017-03-31
TV18BRDCST 2017-04-01 2017-04-30
TV18BRDCST 2017-05-01 2017-05-30
TV18BRDCST 2017-05-31 2017-05-31
TV18BRDCST 2017-06-01 2017-06-30
TVSMOTOR 2016-09-01 2016-09-30
TVSMOTOR 2016-10-01 2016-10-30
Commited candles: 15000000
TVSMOTOR 2016-10-31 2016-10-31
TVSMOTOR 2016-11-01 2016-11-30
TVSMOTOR 2016-12-01 2016-12-30
TVSMOTOR 2016-12-31 2016-12-31
TVSMOTOR 2017-01-01 2017-01-30
TVSMOTOR 2017-01-31 2017-01-31
TVSMOTOR 2017-02-01 2017-02-28
TVSMOTOR 2017-03-01 2017-03-30
TVSMOTOR 2017-03-31 2017-03-31
TVSMOTOR 2017-04-01 2017-04-30
TVSMOTOR 2017-05-01 2017-05-30
TVSMOTOR 2017-05-31 2017-05-31
TVSMOTOR 2017-06-01 2017-06-30
UBL 2016-09-01 2016-09-30
UBL 2016-10-01 2016-10-30
UBL 2016-10-31 2016-10-31
UBL 2016-11-01 2016-11-30
UBL 2016-12-01 2016-12-30
UBL 2016-12-31 2016-12-31
UBL 2017-01-01 2017-01-30
UBL 2017-01-31 2017-01-31
UBL 2017-02-01 2017-02-28
UBL 2017-03-01 2017-03-30
UBL 2017-03-31 2017-03-31
UBL 2017-04-01 2017-04-30
UBL 2017-05-01 2017-05-30
UBL 2017-05-31 2017-05-31
UBL 2017-06-01 2017-06-30
UJJIVAN 2016-09-01 2016-09-30
UJJIVAN 2016-10-01 2016-10-30
Commited candles: 15150000
UJJIVAN 2016-10-31 2016-10-31
UJJIVAN 2016-11-01 2016-11-30
UJJIVAN 2016-12-01 2016-12-30
UJJIVAN 2016-12-31 2016-12-31
UJJIVAN 2017-01-01 2017-01-30
UJJIVAN 2017-01-31 2017-01-31
UJJIVAN 2017-02-01 2017-02-28
UJJIVAN 2017-03-01 2017-03-30
UJJIVAN 2017-03-31 2017-03-31
UJJIVAN 2017-04-01 2017-04-30
UJJIVAN 2017-05-01 2017-05-30
UJJIVAN 2017-05-31 2017-05-31
UJJIVAN 2017-06-01 2017-06-30
ULTRACEMCO 2016-09-01 2016-09-30
ULTRACEMCO 2016-10-01 2016-10-30
ULTRACEMCO 2016-10-31 2016-10-31
ULTRACEMCO 2016-11-01 2016-11-30
ULTRACEMCO 2016-12-01 2016-12-30
ULTRACEMCO 2016-12-31 2016-12-31
ULTRACEMCO 2017-01-01 2017-01-30
ULTRACEMCO 2017-01-31 2017-01-31
ULTRACEMCO 2017-02-01 2017-02-28
ULTRACEMCO 2017-03-01 2017-03-30
ULTRACEMCO 2017-03-31 2017-03-31
ULTRACEMCO 2017-04-01 2017-04-30
ULTRACEMCO 2017-05-01 2017-05-30
ULTRACEMCO 2017-05-31 2017-05-31
ULTRACEMCO 2017-06-01 2017-06-30
UNIONBANK 2016-09-01 2016-09-30
Commited candles: 15300000
UNIONBANK 2016-10-01 2016-10-30
UNIONBANK 2016-10-31 2016-10-31
UNIONBANK 2016-11-01 2016-11-30
UNIONBANK 2016-12-01 2016-12-30
UNIONBANK 2016-12-31 2016-12-31
UNIONBANK 2017-01-01 2017-01-30
UNIONBANK 2017-01-31 2017-01-31
UNIONBANK 2017-02-01 2017-02-28
UNIONBANK 2017-03-01 2017-03-30
UNIONBANK 2017-03-31 2017-03-31
UNIONBANK 2017-04-01 2017-04-30
UNIONBANK 2017-05-01 2017-05-30
UNIONBANK 2017-05-31 2017-05-31
UNIONBANK 2017-06-01 2017-06-30
UPL 2016-09-01 2016-09-30
UPL 2016-10-01 2016-10-30
UPL 2016-10-31 2016-10-31
UPL 2016-11-01 2016-11-30
UPL 2016-12-01 2016-12-30
UPL 2016-12-31 2016-12-31
UPL 2017-01-01 2017-01-30
UPL 2017-01-31 2017-01-31
UPL 2017-02-01 2017-02-28
UPL 2017-03-01 2017-03-30
UPL 2017-03-31 2017-03-31
UPL 2017-04-01 2017-04-30
UPL 2017-05-01 2017-05-30
UPL 2017-05-31 2017-05-31
UPL 2017-06-01 2017-06-30
VEDL 2016-09-01 2016-09-30
Commited candles: 15450000
VEDL 2016-10-01 2016-10-30
VEDL 2016-10-31 2016-10-31
VEDL 2016-11-01 2016-11-30
VEDL 2016-12-01 2016-12-30
VEDL 2016-12-31 2016-12-31
VEDL 2017-01-01 2017-01-30
VEDL 2017-01-31 2017-01-31
VEDL 2017-02-01 2017-02-28
VEDL 2017-03-01 2017-03-30
VEDL 2017-03-31 2017-03-31
VEDL 2017-04-01 2017-04-30
VEDL 2017-05-01 2017-05-30
VEDL 2017-05-31 2017-05-31
VEDL 2017-06-01 2017-06-30
VGUARD 2016-09-01 2016-09-30
VGUARD 2016-10-01 2016-10-30
VGUARD 2016-10-31 2016-10-31
VGUARD 2016-11-01 2016-11-30
VGUARD 2016-12-01 2016-12-30
VGUARD 2016-12-31 2016-12-31
VGUARD 2017-01-01 2017-01-30
VGUARD 2017-01-31 2017-01-31
VGUARD 2017-02-01 2017-02-28
VGUARD 2017-03-01 2017-03-30
VGUARD 2017-03-31 2017-03-31
VGUARD 2017-04-01 2017-04-30
VGUARD 2017-05-01 2017-05-30
VGUARD 2017-05-31 2017-05-31
VGUARD 2017-06-01 2017-06-30
VOLTAS 2016-09-01 2016-09-30
Commited candles: 15600000
VOLTAS 2016-10-01 2016-10-30
VOLTAS 2016-10-31 2016-10-31
VOLTAS 2016-11-01 2016-11-30
VOLTAS 2016-12-01 2016-12-30
VOLTAS 2016-12-31 2016-12-31
VOLTAS 2017-01-01 2017-01-30
VOLTAS 2017-01-31 2017-01-31
VOLTAS 2017-02-01 2017-02-28
Repeated candle {'volume': 10212, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 359.95, 'low': 359.1, 'close': 359.2, 'tradingsymbol_no': 84, 'open': 359.95}
VOLTAS 2017-03-01 2017-03-30
VOLTAS 2017-03-31 2017-03-31
VOLTAS 2017-04-01 2017-04-30
VOLTAS 2017-05-01 2017-05-30
VOLTAS 2017-05-31 2017-05-31
VOLTAS 2017-06-01 2017-06-30
WIPRO 2016-09-01 2016-09-30
WIPRO 2016-10-01 2016-10-30
WIPRO 2016-10-31 2016-10-31
WIPRO 2016-11-01 2016-11-30
WIPRO 2016-12-01 2016-12-30
WIPRO 2016-12-31 2016-12-31
WIPRO 2017-01-01 2017-01-30
WIPRO 2017-01-31 2017-01-31
WIPRO 2017-02-01 2017-02-28
WIPRO 2017-03-01 2017-03-30
WIPRO 2017-03-31 2017-03-31
WIPRO 2017-04-01 2017-04-30
WIPRO 2017-05-01 2017-05-30
WIPRO 2017-05-31 2017-05-31
WIPRO 2017-06-01 2017-06-30
Commited candles: 15750000
WOCKPHARMA 2016-09-01 2016-09-30
WOCKPHARMA 2016-10-01 2016-10-30
WOCKPHARMA 2016-10-31 2016-10-31
WOCKPHARMA 2016-11-01 2016-11-30
WOCKPHARMA 2016-12-01 2016-12-30
WOCKPHARMA 2016-12-31 2016-12-31
WOCKPHARMA 2017-01-01 2017-01-30
WOCKPHARMA 2017-01-31 2017-01-31
WOCKPHARMA 2017-02-01 2017-02-28
WOCKPHARMA 2017-03-01 2017-03-30
WOCKPHARMA 2017-03-31 2017-03-31
WOCKPHARMA 2017-04-01 2017-04-30
WOCKPHARMA 2017-05-01 2017-05-30
WOCKPHARMA 2017-05-31 2017-05-31
WOCKPHARMA 2017-06-01 2017-06-30
YESBANK 2016-09-01 2016-09-30
YESBANK 2016-10-01 2016-10-30
YESBANK 2016-10-31 2016-10-31
YESBANK 2016-11-01 2016-11-30
YESBANK 2016-12-01 2016-12-30
YESBANK 2016-12-31 2016-12-31
YESBANK 2017-01-01 2017-01-30
YESBANK 2017-01-31 2017-01-31
YESBANK 2017-02-01 2017-02-28
YESBANK 2017-03-01 2017-03-30
YESBANK 2017-03-31 2017-03-31
YESBANK 2017-04-01 2017-04-30
YESBANK 2017-05-01 2017-05-30
YESBANK 2017-05-31 2017-05-31
YESBANK 2017-06-01 2017-06-30
Commited candles: 15900000
ZEEL 2016-09-01 2016-09-30
ZEEL 2016-10-01 2016-10-30
ZEEL 2016-10-31 2016-10-31
ZEEL 2016-11-01 2016-11-30
ZEEL 2016-12-01 2016-12-30
ZEEL 2016-12-31 2016-12-31
ZEEL 2017-01-01 2017-01-30
ZEEL 2017-01-31 2017-01-31
ZEEL 2017-02-01 2017-02-28
ZEEL 2017-03-01 2017-03-30
ZEEL 2017-03-31 2017-03-31
ZEEL 2017-04-01 2017-04-30
ZEEL 2017-05-01 2017-05-30
ZEEL 2017-05-31 2017-05-31
ZEEL 2017-06-01 2017-06-30
