instrument_type	expiry	tick_size	name	lot_size	tradingsymbol	instrument_token	strike	exchange	segment	exchange_token	last_price
EQ		0.05	AGARWAL INDS CORP	1	AGARIND-BE	870657	0	NSE	NSE	3401	0
EQ		0.05	ALKEM LABORATORIES	1	ALKEM-BE	2999297	0	NSE	NSE	11716	0
EQ		0.05	ALKYL AMINES CHEM.	1	ALKYLAMINE-BE	1989889	0	NSE	NSE	7773	0
EQ		0.05	ALLCARGO LOGISTICS	1	ALLCARGO-BE	3457025	0	NSE	NSE	13504	0
EQ		0.05	AMFORGE INDS DEPO	1	AMFORGEIND-BE	1933057	0	NSE	NSE	7551	0
EQ		0.05	ANSAL HOU. & CON.	1	ANSALHSG-BL	3501057	0	NSE	NSE	13676	0
EQ		0.05	ANTFRIBEAR DEPO SETT.	1	ANTFRIBEAR-BE	1694977	0	NSE	NSE	6621	0
EQ		0.05	ALEMBIC PHARMA	1	APLLTD-BE	6484993	0	NSE	NSE	25332	0
EQ		0.05	AJMERA REALTY & INF I	1	AJMERA-BL	4431617	0	NSE	NSE	17311	0
EQ		0.05	ALBRIGHT&WILSON CHE	1	ALBRMORARJ-BE	2284801	0	NSE	NSE	8925	0
EQ		0.05	ASHOK LEYLAND -DEP SETT	1	ASHOKLEY-BE	1426689	0	NSE	NSE	5573	0
EQ		0.05	ATLAS COPCO INDIA	1	ATLASCOPCO	66561	0	NSE	NSE	260	0
EQ		0.05	AURIONPRO SOLN	1	AURIONPRO	3077633	0	NSE	NSE	12022	0
EQ		0.05	AUTOMOTIVE AXLES	1	AUTOAXLES-BL	3130369	0	NSE	NSE	12228	0
EQ		0.05	BANG OVERSEAS	1	BANG-BE	3918593	0	NSE	NSE	15307	0
EQ		0.05	BANNARI AM SPIN MILL	1	BASML-BE	3081473	0	NSE	NSE	12037	0
EQ		0.05	COMPUCOM SOFTWARE	1	COMPUSOFT	7971329	0	NSE	NSE	31138	0
EQ		0.05	CREST VENTURES	1	CREST-BL	3559169	0	NSE	NSE	13903	0
EQ		0.05	DAMODAR INDUSTRIES	1	DAMODARIND-BL	4497409	0	NSE	NSE	17568	0
EQ		0.05	D.B.CORP	1	DBCORP-BE	4578561	0	NSE	NSE	17885	0
EQ		0.05	DECCAN CEMENTS	1	DECCANCE-BE	3799553	0	NSE	NSE	14842	0
EQ		0.05	DEWAN HOUSING FIN CORP LT	1	DHFL-BE	2105857	0	NSE	NSE	8226	0
EQ		0.01	SEC RED NCD SR. 9A	1	DHFL-NG	4687873	0	NSE	NSE	18312	0
EQ		0.05	DHUNSERI INVESTMENTS	1	DHUNINV-BL	5692417	0	NSE	NSE	22236	0
EQ		0.05	DQ ENTERTAINMENT INT	1	DQE-BE	6211329	0	NSE	NSE	24263	0
EQ		0.05	ECE INDUSTRIES	1	ECEIND-BE	3832577	0	NSE	NSE	14971	0
EQ		0.05	EDELWEISS FIN SERV	1	EDELWEISS-BL	3871233	0	NSE	NSE	15122	0
EQ		0.01	SEC RED NCD 9.57% SR. V	1	EHFLNCD-N5	4573185	0	NSE	NSE	17864	0
EQ		0.05	ENTERTAIN NET. IND.	1	ENIL-BE	3377921	0	NSE	NSE	13195	0
EQ		0.05	ESAB INDIA	1	ESABINDIA-BL	3161857	0	NSE	NSE	12351	0
EQ		0.05	FIRST LEASING CO OF INDIA	1	FIRSTLEASE-BE	2201089	0	NSE	NSE	8598	0
EQ		0.05	GALADAPOWER&TELE-ROLL SET	1	GALPOWTEL-BE	2309377	0	NSE	NSE	9021	0
EQ		0.05	GAMMON INFRA PROJ	1	GAMMNINFRA-BL	3940353	0	NSE	NSE	15392	0
EQ		0.05	GILLANDERS ARBUTHNOT	1	GILLANDERS-BL	4567553	0	NSE	NSE	17842	0
EQ		0.05	GITANJALI GEMS	1	GITANJALI-BL	3396353	0	NSE	NSE	13267	0
EQ		0.05	GOLDSTONE TECHNOLOGIES LT	1	GOLDTECH-BL	3091969	0	NSE	NSE	12078	0
EQ		0.05	GPT INFRAPROJECTS	1	GPTINFRA-BL	4528129	0	NSE	NSE	17688	0
EQ		0.05	GRAND FOUNDRY	1	GRANDFONRY	312321	0	NSE	NSE	1220	0
EQ		0.05	GRASIM INDUSTRIES	1	GRASIM-BL	3176705	0	NSE	NSE	12409	0
EQ		0.05	GREENLAM INDUSTRIES	1	GREENLAM-BL	1754113	0	NSE	NSE	6852	0
EQ		0.05	GUJARAT FLUOROCHEMICALS L	1	GUJFLUORO	329985	0	NSE	NSE	1289	0
EQ		0.05	HARIAEXPORTS-ROLL SETT	1	HARIAEXPO-BE	2202625	0	NSE	NSE	8604	0
EQ		0.05	HESTER BIOSCIENCES	1	HESTERBIO-BE	1807105	0	NSE	NSE	7059	0
EQ		0.05	HINDUSTAN UNILEVER	1	HINDUNILVR-BL	3185409	0	NSE	NSE	12443	0
EQ		0.05	HITECH CORPORATION	1	HITECHCORP-BL	3881985	0	NSE	NSE	15164	0
EQ		0.05	AXIS MF - AXIS GOLD ETF	1	AXISGOLD-BL	5256449	0	NSE	NSE	20533	0
EQ		0.05	BHARAT HEAVY ELEC-DEPSET	1	BHEL-BE	1515265	0	NSE	NSE	5919	0
EQ		0.05	BIRLA YAMAHA	1	BIRLAYAMAH-BE	2008577	0	NSE	NSE	7846	0
EQ		0.05	BRANDHOUSE RETAILS	1	BRANDHOUSE-BZ	1950721	0	NSE	NSE	7620	0
EQ		0.05	BROADCAST INITIAT	1	BROADCAST-BZ	4695041	0	NSE	NSE	18340	0
EQ		0.05	BROOKS LAB	1	BROOKS-BE	6435841	0	NSE	NSE	25140	0
EQ		0.05	CANARA BANK	1	CANBK-BL	3144449	0	NSE	NSE	12283	0
EQ		0.05	CAPLIN POINT LAB	1	CAPLIPOINT-BE	1001985	0	NSE	NSE	3914	0
EQ		0.05	CAPRIHANS INDIA	1	CAPRIHANS-BE	2047489	0	NSE	NSE	7998	0
EQ		0.05	CCL PRODUCTS (I)	1	CCL	2931713	0	NSE	NSE	11452	0
EQ		0.05	CHOLAMANDALAM IN & FIN CO	1	CHOLAFIN-BL	3148033	0	NSE	NSE	12297	0
EQ		0.05	CLASSIC DIAMONDS (I)	1	CLASSIC-BZ	2732545	0	NSE	NSE	10674	0
EQ		0.05	COMPUCOM SOFTWARE	1	COMPUSOFT-BE	7972353	0	NSE	NSE	31142	0
EQ		0.05	HUBTOWN	1	HUBTOWN-BE	3636993	0	NSE	NSE	14207	0
EQ		0.05	INDIABULLS VENTURES	1	IBVENTURES	3938305	0	NSE	NSE	15384	0
EQ		0.01	CGB1-5T-2018	1	ICICI0102-NA	2716161	0	NSE	NSE	10610	0
EQ		0.05	ICICI BANK DEPO SETT	1	ICICIBANK-BE	1271553	0	NSE	NSE	4967	0
EQ		0.01	FLEXI21-6.75%RIB-D-5T-19	1	IDBI0404-N4	2929409	0	NSE	NSE	11443	0
EQ		0.01	BOND 9% 2021 TR-1 SR-I	1	IDFCBANK-N9	2768385	0	NSE	NSE	10814	0
EQ		0.01	BOND 8.43% 2022 TR-3 SR-I	1	IDFCBANK-ND	2794753	0	NSE	NSE	10917	0
EQ		0.05	INDUSTRIAL INV TRUST	1	IITL	4998401	0	NSE	NSE	19525	0
EQ		0.05	THE INDIAN HOTELS CO.	1	INDHOTEL-BE	1242625	0	NSE	NSE	4854	0
EQ		0.05	KAMAT HOTELS (I)	1	KAMATHOTEL-BL	3208705	0	NSE	NSE	12534	0
EQ		0.05	KINGFISHER AIRLINES	1	KFA-BL	3451649	0	NSE	NSE	13483	0
EQ		0.05	KIRLOSKAR OIL ENG	1	KIRLOSENG	5359617	0	NSE	NSE	20936	0
EQ		0.01	KOTAKMAMC-KOTAKBKETF	1	KOTAKBKETF-BL	1498113	0	NSE	NSE	5852	0
EQ		0.01	KOTAK PSU BANK	1	KOTAKPSUBK	3855617	0	NSE	NSE	15061	0
EQ		0.05	KRIDHAN INFRA	1	KRIDHANINF-BL	2940673	0	NSE	NSE	11487	0
EQ		0.05	LAMBODHARA TEXTILES	1	LAMBODHARA-BL	1641217	0	NSE	NSE	6411	0
EQ		0.05	LIBERTYSHOESLTD	1	LIBERTSHOE-BE	2399489	0	NSE	NSE	9373	0
EQ		0.05	LUMAX AUTOMOTIVE SYST	1	LUMAXAUTO-BZ	4695553	0	NSE	NSE	18342	0
EQ		0.05	LYCOS INTERNET	1	LYCOS	2261249	0	NSE	NSE	8833	0
EQ		0.05	MAHINDRA LIFESPACE DEVLTD	1	MAHLIFE-BL	3171329	0	NSE	NSE	12388	0
EQ		0.05	MAHARASHTRA SEAMLESS	1	MAHSEAMLES	534529	0	NSE	NSE	2088	0
EQ		0.05	MANGALAM TIMBER PRODUCTS	1	MANGTIMBER-BE	2275585	0	NSE	NSE	8889	0
EQ		0.05	MARUTI SUZUKI INDIA	1	MARUTI-BE	3615489	0	NSE	NSE	14123	0
EQ		0.05	MCLEOD RUSSEL INDIA	1	MCLEODRUSS-BE	3057665	0	NSE	NSE	11944	0
EQ		0.05	MULTI COMMODITY EXCHANGE	1	MCX-BE	7983361	0	NSE	NSE	31185	0
EQ		0.05	MTZ (INDIA) DEPO	1	METAZINC-BE	1792769	0	NSE	NSE	7003	0
EQ		0.05	MOTHERSUMI	1	MOTHERSUMI-BE	1719041	0	NSE	NSE	6715	0
EQ		0.05	MOTOR & GENERAL FINANCE L	1	MOTOGENFIN-BL	3100673	0	NSE	NSE	12112	0
EQ		0.05	MAHANAGAR TELEPHONE NIGAM	1	MTNL	587265	0	NSE	NSE	2294	0
EQ		0.05	MUNJAL SHOWA	1	MUNJALSHOW-BE	2147841	0	NSE	NSE	8390	0
EQ		0.05	NATIONAL STEEL & AGRO IND	1	NATNLSTEEL-BE	2222593	0	NSE	NSE	8682	0
EQ		0.05	NELCAST	1	NELCAST-BE	3779841	0	NSE	NSE	14765	0
EQ		0.01	BOND 8.63%PA TF TR-I S 2A	1	NHBTF2014-N2	8183297	0	NSE	NSE	31966	0
EQ		0.05	NIIT TECHNOLOGIES	1	NIITTECH-BL	3233537	0	NSE	NSE	12631	0
EQ		0.05	NITIN FIRE PROT IND.	1	NITINFIRE-BL	3759105	0	NSE	NSE	14684	0
EQ		0.05	NOVARTIS INDIA	1	NOVARTIND-BL	3508993	0	NSE	NSE	13707	0
EQ		0.01	BOND8.19% PA TF TR II S1A	1	RECLTD-NB	750337	0	NSE	NSE	2931	0
EQ		0.05	SUNDARAM FINANCE	1	SUNDARMFIN-BL	3273985	0	NSE	NSE	12789	0
EQ		0.05	SURYA PHARMACEUTICAL	1	SURYAPHARM-BL	3277313	0	NSE	NSE	12802	0
EQ		0.05	IND TERRAIN FASHIONS	1	INDTERRAIN-BE	5622017	0	NSE	NSE	21961	0
EQ		0.01	RELIANCE ETF INFRA BEES	1	INFRABEES-BL	5138689	0	NSE	NSE	20073	0
EQ		0.05	JAMNA AUTO IND	1	JAMNAAUTO-BL	5319937	0	NSE	NSE	20781	0
EQ		0.05	JAY BHARAT MARUTI	1	JAYBARMARU	437249	0	NSE	NSE	1708	0
EQ		0.05	JET FREIGHT LOGISTICS	1	JETFREIGHT-SM	4907521	0	NSE	NSE	19170	0
EQ		0.05	JINDAL POLY FILMS	1	JINDALPOLY-BE	3605761	0	NSE	NSE	14085	0
EQ		0.05	JMC PROJECTS (I)	1	JMCPROJECT-BE	1863169	0	NSE	NSE	7278	0
EQ		0.05	JAIPRAKASH ASSOCIATES	1	JPASSOCIAT-BL	3205377	0	NSE	NSE	12521	0
EQ		0.05	KALYANI STEELS	1	KALYANISTL	466689	0	NSE	NSE	1823	0
EQ		0.05	PRISM CEM-DEPO.SETT.	1	PRISMCEM-BE	1192193	0	NSE	NSE	4657	0
EQ		0.05	PROZONE INTU PROPRTIS	1	PROZONINTU	7387905	0	NSE	NSE	28859	0
EQ		0.05	RAJESH EXPORTS	1	RAJESHEXPO	1894657	0	NSE	NSE	7401	0
EQ		0.05	RAJ OIL MILLS	1	RAJOIL-BL	4450561	0	NSE	NSE	17385	0
EQ		0.05	RATNAMANI MET & TUB	1	RATNAMANI	3443457	0	NSE	NSE	13451	0
EQ		0.01	TAXFREE SEC NCD TR1 S2	1	RECLTD-N2	7452417	0	NSE	NSE	29111	0
EQ		0.01	RELIANCE ETF DIVIDEND OPP	1	RELDIVOPP-BL	675585	0	NSE	NSE	2639	0
EQ		0.01	SEC RED NCD 8.90% SR. II	1	RHFL-N3	4950273	0	NSE	NSE	19337	0
EQ		0.05	RAMKRISHNA FORGINGS	1	RKFORGE-BL	3256065	0	NSE	NSE	12719	0
EQ		0.05	SALORA INTERNATIONAL	1	SALORAINTL	761857	0	NSE	NSE	2976	0
EQ		0.05	SANGAM (INDIA)	1	SANGAMIND-BL	3259905	0	NSE	NSE	12734	0
EQ		0.05	SANGHVI FOR & ENG	1	SANGHVIFOR-BL	6099713	0	NSE	NSE	23827	0
EQ		0.05	STATE BANK OF INDIA	1	SBIN	779521	0	NSE	NSE	3045	0
EQ		0.05	SESHASAYEE PAPER & BOARDS	1	SESHAPAPER	784897	0	NSE	NSE	3066	0
EQ		0.01	2.50%GOLDBONDS 2025TR-VII	1	SGBMAR25-GB	5239553	0	NSE	NSE	20467	0
EQ		0.05	SHAKTI PUMPS (I)	1	SHAKTIPUMP	6546945	0	NSE	NSE	25574	0
EQ		0.05	SORIL INFRA RESOURCES	1	SORILINFRA-BL	3348481	0	NSE	NSE	13080	0
EQ		0.01	9.75 % SRNCD SR I	1	SREIBNPNCD-N1	2320897	0	NSE	NSE	9066	0
EQ		0.01	SEC RED NCD 9.50% SR. VII	1	SREINFRA-Y9	5057793	0	NSE	NSE	19757	0
EQ		0.05	SUBEX	1	SUBEX-BL	3273217	0	NSE	NSE	12786	0
EQ		0.05	SVOGL OIL GAS & ENERGY LT	1	SVOGL-BZ	4758273	0	NSE	NSE	18587	0
EQ		0.05	SWELECT ENERGY SYS	1	SWELECTES-BL	3444737	0	NSE	NSE	13456	0
EQ		0.05	TAINWALA CHEMICAL AND PLA	1	TAINWALCHM-BL	3112449	0	NSE	NSE	12158	0
EQ		0.05	TATA COMMUNICATIONS	1	TATACOMM-BE	1380609	0	NSE	NSE	5393	0
EQ		0.05	TIDE WATER OIL	1	TIDEWATER-BE	3589889	0	NSE	NSE	14023	0
EQ		0.05	TRICOM INDIA	1	TRICOM-BE	3545857	0	NSE	NSE	13851	0
EQ		0.05	UNITED BREWERIES	1	UBL-BL	4279297	0	NSE	NSE	16716	0
EQ		0.05	UJAAS ENERGY	1	UJAAS-BE	6538241	0	NSE	NSE	25540	0
EQ		0.05	UNITY INFRAPROJECTS	1	UNITY	3452417	0	NSE	NSE	13486	0
EQ		0.05	UTTAM VALUE STEELS	1	UVSL-BL	4478465	0	NSE	NSE	17494	0
EQ		0.05	V2 RETAIL	1	V2RETAIL-BL	3780609	0	NSE	NSE	14768	0
EQ		0.05	VISA STEEL	1	VISASTEEL-BL	3404545	0	NSE	NSE	13299	0
EQ		0.05	VOLTAMP TRANSFORMERS	1	VOLTAMP-BE	3476737	0	NSE	NSE	13581	0
EQ		0.05	WEST COAST PAPER MILLS LT	1	WSTCSTPAPR-BL	3301633	0	NSE	NSE	12897	0
EQ		0.05	SHRE PUSH CHEM & FERT	1	SHREEPUSHK-BE	2711553	0	NSE	NSE	10592	0
EQ		0.05	SHREE RAMA MULTI TECH	1	SHREERAMA-BE	1954305	0	NSE	NSE	7634	0
EQ		0.05	SITI NETWORKS	1	SITINET-BE	3584257	0	NSE	NSE	14001	0
EQ		0.05	CENTRAL BANK OF INDIA	1	CENTRALBK-BL	3813633	0	NSE	NSE	14897	0
EQ		0.05	CHOWGUL STEAMSHIP DEPO	1	CHOWGULSTM-BE	2127105	0	NSE	NSE	8309	0
EQ		0.05	DR REDDY'S LAB DEPO SETT.	1	DRREDDY-BE	1274113	0	NSE	NSE	4977	0
EQ		0.05	FEDDERS ELECTRIC & ENG LT	1	FEDDERELEC	261121	0	NSE	NSE	1020	0
EQ		0.01	RELIANCE ETF HANGSENGBEES	1	HNGSNGBEES-BL	4680961	0	NSE	NSE	18285	0
EQ		0.01	NCD 9.51% QUARTERLY OPT I	1	L&TFINANCE-N1	4462081	0	NSE	NSE	17430	0
EQ		0.05	SESHASAYEE PAPER & BOARDS	1	SESHAPAPER-BL	3262721	0	NSE	NSE	12745	0
EQ		0.05	AU SMALL FINANCE BANK	1	AUBANK-BL	5437697	0	NSE	NSE	21241	0
EQ		0.05	AU SMALL FINANCE BANK	1	AUBANK	5436929	0	NSE	NSE	21238	0
EQ		0.01	AXISAMC - AXISNIFTY	1	AXISNIFTY-BL	5440769	0	NSE	NSE	21253	0
EQ		0.01	AXISAMC - AXISNIFTY	1	AXISNIFTY	5440513	0	NSE	NSE	21252	0
EQ		0.05	HONDA SIEL POWER PROD	1	HONDAPOWER-BL	3265793	0	NSE	NSE	12757	0
EQ		0.01	ICICIPRAMC - LOWVOLIWIN	1	LOWVOLIWIN-BL	5441281	0	NSE	NSE	21255	0
EQ		0.01	ICICIPRAMC - LOWVOLIWIN	1	LOWVOLIWIN	5441025	0	NSE	NSE	21254	0
EQ		0.05	PUSHPA REAL AND INFRA	1	PUSHPREALM-SM	5438721	0	NSE	NSE	21245	0
EQ		0.05	ACCELYA KALE SOLUTION	1	ACCELYA-BE	1808641	0	NSE	NSE	7065	0
EQ		0.05	AHLUWALIA CONT IND	1	AHLUCONT-BL	4566017	0	NSE	NSE	17836	0
EQ		0.05	LEXUS GRANITO (INDIA)	1	LEXUS-SM	5525761	0	NSE	NSE	21585	0
EQ		0.05	ARCHIDPLY IND.	1	ARCHIDPLY-BE	4300545	0	NSE	NSE	16799	0
EQ		0.05	ASTEC LIFESCIENCES	1	ASTEC	4538369	0	NSE	NSE	17728	0
EQ		0.05	BALKRISHNA PAPER MILLS L	1	BALKRISHNA	2606337	0	NSE	NSE	10181	0
EQ		0.05	BHAGYANAGAR INDIA	1	BHAGYANGR-BL	5324801	0	NSE	NSE	20800	0
EQ		0.05	BHANDARI HOSIERY EXP	1	BHANDARI-BE	5007361	0	NSE	NSE	19560	0
EQ		0.05	BODAL CHEMICALS	1	BODALCHEM-BL	6405121	0	NSE	NSE	25020	0
EQ		0.05	CENTURY EXTRUSIONS	1	CENTEXT	2946817	0	NSE	NSE	11511	0
EQ		0.05	CONTAINER CORP OF IND	1	CONCOR-BL	3150593	0	NSE	NSE	12307	0
EQ		0.05	DCB BANK	1	DCBBANK-BE	3514625	0	NSE	NSE	13729	0
EQ		0.05	DCM FINANCIAL SERVICES LT	1	DCMFINSERV-BE	2228225	0	NSE	NSE	8704	0
EQ		0.05	DUNCANS INDUSTRIES	1	DUNCANSLTD-BL	7697409	0	NSE	NSE	30068	0
EQ		0.05	ELECTROSTEEL STEELS	1	ESL	5152769	0	NSE	NSE	20128	0
EQ		0.05	ESSEL PROPACK	1	ESSELPACK-BL	3162625	0	NSE	NSE	12354	0
EQ		0.05	GEOJIT FINANCIAL SER L	1	GEOJITFSL	3045377	0	NSE	NSE	11896	0
EQ		0.05	GUJARAT GAS	1	GUJGASLTD-BL	2714113	0	NSE	NSE	10602	0
EQ		0.05	HOTLINE GLASS	1	HOTLINGLAS	371713	0	NSE	NSE	1452	0
EQ		0.05	INDIAN OVERSEAS BANK	1	IOB-BL	3197697	0	NSE	NSE	12491	0
EQ		0.05	JAYSHREE TEA & INDUSTRIES	1	JAYSREETEA	440321	0	NSE	NSE	1720	0
EQ		0.05	KERNEX MICROSYS(I)	1	KERNEX-BE	3360001	0	NSE	NSE	13125	0
EQ		0.05	LEEL ELECTRICALS	1	LEEL-BL	3215105	0	NSE	NSE	12559	0
EQ		0.05	MBL INFRASTRUCTURES	1	MBLINFRA-BL	4616193	0	NSE	NSE	18032	0
EQ		0.05	ONWARD TECHNOLOGIES	1	ONWARDTEC-BE	1445633	0	NSE	NSE	5647	0
EQ		0.05	P&G HYGIENE & HEALTH CARE	1	PGHH	648961	0	NSE	NSE	2535	0
EQ		0.05	PRATIBHA INDS.	1	PRATIBHA-BL	3400705	0	NSE	NSE	13284	0
EQ		0.05	SOMI CONVEYOR BELT.	1	SOMICONVEY-BL	4556033	0	NSE	NSE	17797	0
EQ		0.05	DYNEMIC PRODUCTS	1	DYNPRO	5456385	0	NSE	NSE	21314	0
EQ		0.05	BHAGYANAGAR PRO	1	BHAGYAPROP-BL	5461761	0	NSE	NSE	21335	0
EQ		0.05	BHAGYANAGAR PRO	1	BHAGYAPROP	5460993	0	NSE	NSE	21332	0
EQ		0.05	STEEL EXCHANGE INDIA	1	STEELXIND-BE	5463809	0	NSE	NSE	21343	0
EQ		0.05	STEEL EXCHANGE INDIA	1	STEELXIND	5462785	0	NSE	NSE	21339	0
EQ		0.05	20 MICRONS	1	20MICRONS-BL	4332545	0	NSE	NSE	16924	0
EQ		0.05	21ST CENTURY MGMT SERVICE	1	21STCENMGM	1025	0	NSE	NSE	4	0
EQ		0.05	63 MOONS TECHNOLOGIES	1	63MOONS-BE	3038977	0	NSE	NSE	11871	0
EQ		0.05	A2Z INFRA ENGINEERING	1	A2ZINFRA-BL	5352705	0	NSE	NSE	20909	0
EQ		0.05	AARVEE DEN. & EXP.	1	AARVEEDEN-BE	3526401	0	NSE	NSE	13775	0
EQ		0.05	ABB INDIA	1	ABB-BL	3118337	0	NSE	NSE	12181	0
EQ		0.05	ABHISHEK CORPORATION	1	ABHISHEK-BE	3694849	0	NSE	NSE	14433	0
EQ		0.05	ABM INTERNATIONAL	1	ABMINTLTD	4415745	0	NSE	NSE	17249	0
EQ		0.05	ACC	1	ACC-BE	1200641	0	NSE	NSE	4690	0
EQ		0.05	ACC	1	ACC-BL	3118849	0	NSE	NSE	12183	0
EQ		0.05	ACC	1	ACC	5633	0	NSE	NSE	22	0
EQ		0.05	ACCORD SYNERGY	1	ACCORD-SM	5431553	0	NSE	NSE	21217	0
EQ		0.05	ACE INTEGRATED SOLU.	1	ACEINTEG-SM	5449217	0	NSE	NSE	21286	0
EQ		0.05	SCHAEFFLER INDIA	1	SCHAEFFLER-BE	1997057	0	NSE	NSE	7801	0
EQ		0.05	SCHAEFFLER INDIA	1	SCHAEFFLER-BL	3164929	0	NSE	NSE	12363	0
EQ		0.05	SCHAEFFLER INDIA	1	SCHAEFFLER	258817	0	NSE	NSE	1011	0
EQ		0.05	ADANI PORT & SEZ	1	ADANIPORTS	3861249	0	NSE	NSE	15083	0
EQ		0.05	ADLABS ENTERTAINMENT	1	ADLABS-BL	1965313	0	NSE	NSE	7677	0
EQ		0.05	ADLABS ENTERTAINMENT	1	ADLABS	1964033	0	NSE	NSE	7672	0
EQ		0.05	ALLIED DIGITAL SERV.	1	ADSL-BE	3793153	0	NSE	NSE	14817	0
EQ		0.05	ADVANI HOT.& RES.(I)	1	ADVANIHOTR-BE	3775745	0	NSE	NSE	14749	0
EQ		0.05	ADVANCED ENZYME TECH	1	ADVENZYMES-BE	4619009	0	NSE	NSE	18043	0
EQ		0.05	AEGIS LOGISTICS	1	AEGISCHEM-BE	2296321	0	NSE	NSE	8970	0
EQ		0.05	AFTEK - ROLL SETT	1	AFTEK-BE	2183425	0	NSE	NSE	8529	0
EQ		0.05	AFTEK 	1	AFTEK	2183937	0	NSE	NSE	8531	0
EQ		0.05	AGARWAL INDS CORP	1	AGARIND	867585	0	NSE	NSE	3389	0
EQ		0.05	AHLUWALIA CONT IND	1	AHLUCONT-BE	4566273	0	NSE	NSE	17837	0
EQ		0.05	AIA ENGINEERING	1	AIAENG-BL	3350529	0	NSE	NSE	13088	0
EQ		0.05	AI CHAMPDANY INDS	1	AICHAMP-BE	3657473	0	NSE	NSE	14287	0
EQ		0.05	AKSHARCHEM INDIA	1	AKSHARCHEM-BL	5166337	0	NSE	NSE	20181	0
EQ		0.05	AKSH OPTIFIBRE	1	AKSHOPTFBR-BL	3121153	0	NSE	NSE	12192	0
EQ		0.05	AKSH OPTIFIBRE	1	AKSHOPTFBR	2199297	0	NSE	NSE	8591	0
EQ		0.05	AKZO NOBEL INDIA	1	AKZOINDIA	375553	0	NSE	NSE	1467	0
EQ		0.05	ALBERT DAVID	1	ALBERTDAVD-BL	4418305	0	NSE	NSE	17259	0
EQ		0.05	ALLAHABAD BANK	1	ALBK-BE	3602689	0	NSE	NSE	14073	0
EQ		0.05	ALCHEMIST	1	ALCHEM-BL	3795457	0	NSE	NSE	14826	0
EQ		0.05	ALEMBIC	1	ALEMBICLTD	20225	0	NSE	NSE	79	0
EQ		0.05	ALKYL AMINES CHEM.	1	ALKYLAMINE	1148673	0	NSE	NSE	4487	0
EQ		0.05	ALLCARGO LOGISTICS	1	ALLCARGO	3456257	0	NSE	NSE	13501	0
EQ		0.05	ALLSEC TECHNOLOGIES	1	ALLSEC-BL	3122177	0	NSE	NSE	12196	0
EQ		0.05	ALOK INDUSTRIES	1	ALOKTEXT	20993	0	NSE	NSE	82	0
EQ		0.05	ALPS INDUSTRIES	1	ALPSINDUS	1039361	0	NSE	NSE	4060	0
EQ		0.05	AMAR REMEDIES	1	AMAR-BL	3122945	0	NSE	NSE	12199	0
EQ		0.05	AMARA RAJA BATTERIES	1	AMARAJABAT-BL	3083009	0	NSE	NSE	12043	0
EQ		0.05	AMBALAL SARABHAI ENTERP.	1	AMBASARABH	27137	0	NSE	NSE	106	0
EQ		0.05	AMBICA AGAR & AROMAINDLTD	1	AMBICAAGAR-BL	3123201	0	NSE	NSE	12200	0
EQ		0.05	AMBICA AGAR & AROMAINDLTD	1	AMBICAAGAR	2942977	0	NSE	NSE	11496	0
EQ		0.05	AMBIKA COTTON MILL	1	AMBIKCO-BE	3900929	0	NSE	NSE	15238	0
EQ		0.05	AMBUJA CEMENTS	1	AMBUJACEM-BL	3179521	0	NSE	NSE	12420	0
EQ		0.05	AMRUTAJAN HEALTH	1	AMRUTANJAN-BL	4491521	0	NSE	NSE	17545	0
EQ		0.05	ANDHRA CEMENTS	1	ANDHRACEMT	5227265	0	NSE	NSE	20419	0
EQ		0.05	ANDHRA PETROCHEMICALS	1	ANDHRAPET	34049	0	NSE	NSE	133	0
EQ		0.05	ANIK INDUSTRIES	1	ANIKINDS-BL	4264961	0	NSE	NSE	16660	0
EQ		0.05	ANKIT MET & POW	1	ANKITMETAL-BE	7535105	0	NSE	NSE	29434	0
EQ		0.05	ANSAL PROP & INFRA	1	ANSALAPI-BL	3372033	0	NSE	NSE	13172	0
EQ		0.05	ANSAL PROP & INFRA	1	ANSALAPI	37889	0	NSE	NSE	148	0
EQ		0.05	APAR INDUSTRIES	1	APARINDS-BE	2942209	0	NSE	NSE	11493	0
EQ		0.05	ANJANI PORTLAND CEM	1	APCL-BL	5236737	0	NSE	NSE	20456	0
EQ		0.05	APOLLO HOSPITALS-DEPO	1	APOLLOHOSP-BE	1995265	0	NSE	NSE	7794	0
EQ		0.05	APOLLO HOSPITALS ENTER. L	1	APOLLOHOSP	40193	0	NSE	NSE	157	0
EQ		0.05	APPLE CREDIT CORP DEP.SET	1	APPLECREDT-BE	1460225	0	NSE	NSE	5704	0
EQ		0.05	APPLE FINANCE	1	APPLEIND-BE	1278977	0	NSE	NSE	4996	0
EQ		0.05	APTECH	1	APTECHT-BE	3602945	0	NSE	NSE	14074	0
EQ		0.05	APTECH	1	APTECHT	2753281	0	NSE	NSE	10755	0
EQ		0.05	AQUA LOGISTICS	1	AQUA-BL	4642049	0	NSE	NSE	18133	0
EQ		0.05	AQUA LOGISTICS	1	AQUA	4641281	0	NSE	NSE	18130	0
EQ		0.05	ARCHIES	1	ARCHIES-BE	1638401	0	NSE	NSE	6400	0
EQ		0.05	ARCHIES	1	ARCHIES	1456129	0	NSE	NSE	5688	0
EQ		0.05	ARCOTECH	1	ARCOTECH-BL	644097	0	NSE	NSE	2516	0
